SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,Yes,No,0.6771328748826912,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.7789941831589463,0.8288928235752382,No
0,Yes,Yes,1.2064976032430856,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.2093996062019723,1.9232769658168414,No
0,Yes,No,0.9214550572028734,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,-0.26461433294537917,0.36648693766461077,No
1,Yes,No,1.5729808767233588,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,1.1512367111961581,2.1572170831970605,No
0,Yes,Yes,1.6137012404433893,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),-1.4843733310673135,-0.42190759265732813,No
0,Yes,Yes,0.14776814652229667,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),-0.1349941669324214,-0.020911539408690446,No
0,Yes,No,-0.30015585439803716,Yes,No,No,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),-1.4561227820644893,-0.7888214095184343,No
1,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.6647319842474897,2.664786347118627,No
0,No,No,0.14776814652229667,Yes,No,No,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),-1.5126238800701375,-0.7073021744283089,No
0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,-0.0651986929254444,-0.9796951776809889,No
0,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.3539759452164248,2.323103097738705,No
0,Yes,Yes,1.0843365120829946,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Mailed check,-1.4926823160681442,-0.4828317975987704,No
1,Yes,No,-1.0331224013585834,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8222009051632655,-0.7086707616407615,Yes
0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0.31036742911209936,-0.974706456551726,No
0,Yes,Yes,-0.0965540357978854,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.42044782522307,0.4240779705241117,No
0,No,No,1.2879383306831464,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Mailed check,-1.502653098069141,-0.45991899878383663,No
0,No,No,1.247217966963116,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),0.1342169470944904,0.8076576477949241,No
1,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.6543594081464871,1.5972441734309346,No
0,Yes,No,-0.9924020376385531,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.3402797751150897,-0.7279855005261825,Yes
0,No,No,1.2064976032430856,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6560212051466532,1.2852725109536145,No
0,Yes,Yes,1.4100994218432374,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5434208032353631,2.3172755650921317,No
0,No,No,-1.0738427650786138,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6651074099854147,-0.8878011685609802,Yes
0,Yes,Yes,1.5322605130033284,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.5264010391336954,1.4031476031229266,No
1,No,No,-0.5037576729981889,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0.5297246331340278,-0.2947834998103115,No
0,No,No,-1.1145631287986442,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.36022133911708304,-0.8297245079809316,No
0,Yes,Yes,-0.3408762181180675,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,-0.23802558094272108,-0.4035861832003002,No
0,Yes,No,-0.8702409464784621,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6883725679877406,-0.7938763526095902,Yes
0,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.5234792392333694,2.5077299274960314,No
0,Yes,Yes,1.369379058123207,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),-0.21808401694072754,0.6749709101489062,No
0,Yes,Yes,0.5142514200025698,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0.5396954151350245,0.5525927245708786,No
0,Yes,Yes,1.4915401492832983,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),-1.4976677070686424,-0.3907170486057854,No
1,Yes,No,-0.7073594915983407,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.6925807391503077,-0.4133870335604453,Yes
0,No,No,-0.1779947632379461,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.1732154979362424,-0.280545778003344,No
0,No,No,1.5322605130033284,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.6879971422498155,2.5807506774765723,Yes
0,No,No,0.14776814652229667,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,0.358559542116917,0.17581183538773462,No
1,No,No,-0.6666391278783103,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.7258166791536301,-0.44188455116167785,Yes
0,No,No,-0.5851984004382496,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6792863631489789,-0.321404728491246,Yes
0,Yes,No,0.06632741908223598,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0930738161903437,0.40864825340307265,Yes
0,Yes,Yes,0.3920903288424788,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),-0.6534748309842519,-0.10280603228287549,No
0,No,No,0.6364125111626608,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.20567421810163386,0.5947981882839357,No
0,Yes,No,0.5956921474426305,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.4885815022298807,1.2549649263939768,Yes
0,Yes,Yes,0.26992923768238775,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,0.8238627021634315,0.5264791975977894,Yes
0,Yes,Yes,-0.8702409464784621,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Credit card (automatic),-1.4577845790646555,-0.918108753120618,No
0,No,No,-1.0331224013585834,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,-1.4893587220678117,-0.9423018431988139,No
0,No,No,-1.1960038562387048,Yes,Yes,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.3348116010523623,-0.9692983296638081,No
0,No,No,-0.9924020376385531,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.06442147308751339,-0.7518033328203189,No
0,No,Yes,-1.2774445836787656,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,-1.505976692069473,-0.9988333246680291,Yes
0,Yes,Yes,-0.015113308357824713,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,0.9983513871808745,0.37509579271068416,No
0,Yes,Yes,1.125056875803025,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.03617092408468901,0.7268447802983226,No
0,Yes,No,-0.9109613101984924,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),-1.4893587220678117,-0.9245322834242267,No
0,Yes,No,1.5729808767233588,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),-1.3331498040521963,-0.25242351818617104,No
0,Yes,Yes,-1.1552834925186746,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4760643460664828,-0.9737131271233329,Yes
1,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14917312009598557,-0.9768476333195956,Yes
0,Yes,Yes,0.43281069256250915,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),-0.44907379996381874,-0.05753228433544878,No
0,Yes,No,1.0843365120829946,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.15456030519649,1.624284807870524,Yes
0,Yes,No,-0.38159658183809786,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,-0.3493659799538514,-0.4681305220585528,No
0,Yes,No,1.6137012404433893,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),-1.5076384890696393,-0.346767739896216,No
0,Yes,No,-0.4223169455581282,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),-0.28289409994720643,-0.43693997800701007,No
0,No,No,-1.2774445836787656,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.3165318340505352,-0.9963168901160998,No
0,No,No,1.4915401492832983,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),-1.3564149620545218,-0.25112115293561127,No
0,No,No,0.7178532386027215,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,-0.9758634490164798,-0.2353161780305124,No
1,No,No,-1.2774445836787656,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3148700370503688,-0.9962948161288023,Yes
0,No,No,-1.2367242199587352,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6567984249845842,-0.9648393842296882,Yes
0,Yes,No,-0.7073594915983407,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.35191235411625243,-0.5153688548754681,No
0,No,No,-0.055833672077855064,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),-1.4744025490663168,-0.7385147924671492,No
0,No,No,-1.2774445836787656,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4827115340671475,-0.9985242888458623,Yes
0,Yes,No,1.369379058123207,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.3373579752147637,2.141765292088724,Yes
0,Yes,Yes,-1.318164947398796,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),-0.28954128794787104,-0.3904631977518628,No
0,No,Yes,-1.1960038562387048,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.33440980695235617,-0.9326113627751571,Yes
0,No,No,-0.9924020376385531,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Mailed check,-1.4876969250676457,-0.9449065736999337,No
0,Yes,Yes,1.2879383306831464,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.27546969210861083,1.0625239051332906,No
0,Yes,No,-0.1779947632379461,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4710789550659844,-0.7588449347682609,No
0,Yes,No,1.002895784642934,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1961052302006432,1.6348361737987882,No
0,Yes,Yes,-0.748079855318371,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7474200401557899,-0.4517736974710134,Yes
0,No,No,-0.5444780367182193,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,-1.4893587220678117,-0.8425274206135535,No
0,Yes,No,-0.9109613101984924,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5047976781315361,-0.6289836674963388,Yes
0,Yes,No,0.758573602322752,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.5022513039691348,0.11983220360096007,No
0,Yes,No,1.4100994218432374,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,0.0295237360840249,0.9010306140638736,No
0,Yes,Yes,-0.8702409464784621,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,-1.4727407520661506,-0.8966969854419228,No
0,Yes,Yes,1.6137012404433893,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),-0.12668518193159078,1.0008933325983245,No
0,Yes,Yes,1.369379058123207,Yes,No,No,No,No,No,No,No internet service,No,One year,Yes,Electronic check,-1.4760643460664828,-0.40722839110440817,No
0,No,No,-0.5851984004382496,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.7839795741594444,-0.28370235818690426,Yes
0,No,No,-0.9516816739185228,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,-1.504314895069307,-0.9284614531632037,No
0,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3469269631157543,-0.7275881687548253,No
0,Yes,No,0.6364125111626608,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.5517297882361936,1.339088891985222,No
0,No,No,-0.9109613101984924,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.179085466098976,-0.6827117525787557,No
0,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9966895901807084,-0.6145472798036927,Yes
1,No,No,-0.7888002190384014,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0066603721817051,-0.43791123344810556,Yes
0,No,No,-1.1552834925186746,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.45494376812655235,-0.8617097155751887,Yes
0,No,No,-1.1552834925186746,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.18074726309914202,-0.9023700001774121,Yes
0,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.9052907551715716,1.850896361467932,No
0,Yes,Yes,0.758573602322752,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6892571451499756,0.9447812568877642,No
0,Yes,No,1.0843365120829946,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.788080387997708,0.07539726717084291,Yes
0,Yes,No,-0.9109613101984924,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6925807391503077,-0.6481218144833789,Yes
1,Yes,No,1.1657772395230555,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5779167461388456,1.157971826208217,No
0,No,No,0.880734693482843,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,0.6526976111463211,0.9721971491114134,No
0,No,No,0.025607055362205634,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.12834697893175703,-0.1095165244213533,No
0,No,No,-0.21871512695797646,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),-1.479387940066815,-0.76981570645518,No
1,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.47987072312904416,-0.9724549098473685,Yes
0,No,No,-0.38159658183809786,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,1.0149693571825356,-0.03929917082761128,No
0,No,Yes,-1.2774445836787656,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4926823160681442,-0.9986567327696481,No
0,Yes,Yes,0.5142514200025698,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0.6510358141461546,0.6958308281451608,No
0,Yes,Yes,0.26992923768238775,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),-1.4926823160681442,-0.6300432188866248,No
0,No,No,-1.1145631287986442,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,0.17410007509847744,-0.8540500419829131,Yes
0,Yes,Yes,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),0.5829021371393436,1.5598508389487593,No
0,Yes,Yes,1.0436161483629645,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.06774506708784545,0.7454310776029219,No
0,No,No,1.5322605130033284,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),-0.6700928009859131,0.34269117935777205,No
0,Yes,Yes,1.1657772395230555,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.1196625681930017,1.7055612291003754,No
0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.19736523310080326,-0.9503809225497445,No
0,Yes,Yes,0.5549717837226001,Yes,Yes,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.3231790220511994,-0.49269886992080825,No
0,No,No,-1.2774445836787656,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.4922805219681379,-0.9853681924164784,Yes
0,Yes,No,-0.4223169455581282,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14917312009598557,-0.3213605805166508,Yes
0,No,No,0.6364125111626608,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.2542681252064576,1.1577069383606453,No
0,No,No,1.2879383306831464,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7241548821534641,1.4792366373378367,No
0,Yes,Yes,1.6137012404433893,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),-1.3447823830533592,-0.28195851319039195,No
0,Yes,Yes,-0.8295205827584317,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.2130986259402292,-0.6804822798616957,No
1,Yes,No,0.06632741908223598,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.9800716201790471,0.4130630508625974,Yes
0,Yes,Yes,1.6137012404433893,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),0.13255515009432434,1.1506211884381081,No
0,Yes,No,-0.13727439951791576,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6992279271509723,0.06990084433373461,No
0,Yes,Yes,0.025607055362205634,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),-1.4843733310673135,-0.7334598493759933,No
0,No,No,-1.2774445836787656,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4760643460664828,-0.9984359928966718,No
0,Yes,Yes,1.2064976032430856,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1.5301264272340338,2.012720762346813,No
0,Yes,No,0.35136996512244845,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.27380789510844483,0.3175489078257782,Yes
0,No,No,1.2879383306831464,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1728400721983174,1.7536825214091958,Yes
0,No,No,-1.1552834925186746,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6011819041411709,-0.8663231789203922,No
0,No,No,-0.3408762181180675,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.6510358141461546,-0.15181028408360087,No
0,Yes,Yes,-0.748079855318371,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.502653098069141,-0.8774043205437994,No
0,No,Yes,-1.1960038562387048,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4893587220678117,-0.9816818365377751,No
1,No,No,-1.1552834925186746,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1645310871974868,-0.811910800231749,Yes
0,No,Yes,-0.5851984004382496,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.9891578250178088,-0.7632818062150833,Yes
0,No,No,-0.9924020376385531,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.04946530008601819,-0.7661734985510721,No
0,No,No,0.10704778280226633,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),-1.3780183230566818,-0.655516600228083,No
0,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.3735157151184122,-0.9738676450344163,Yes
0,No,Yes,1.369379058123207,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),-1.3115464430500368,-0.2684713069515437,No
0,No,Yes,-0.9924020376385531,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,-0.6717545979860794,-0.8557938869794255,No
0,Yes,No,1.5729808767233588,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.3074456292117733,2.2649381412094653,No
0,Yes,Yes,0.43281069256250915,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9235705221733989,0.775716588175262,No
1,No,No,-1.2367242199587352,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.966777244177718,-0.9319932911308236,Yes
1,No,No,-0.13727439951791576,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.219370388202969,0.2943270731886778,No
0,Yes,No,-0.7073594915983407,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.6493740171459885,-0.4297880061225799,Yes
0,Yes,Yes,1.3286586944031769,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.9900424021800438,1.6762248999818332,No
0,No,No,0.10704778280226633,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,1.0216165451832002,0.5016459618879624,No
0,No,No,1.2879383306831464,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1811490571991479,1.9080238405941827,No
0,Yes,Yes,1.0436161483629645,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),-0.3078210549496983,0.3907021017301043,No
1,No,No,-0.5851984004382496,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.49560411596847015,-0.6252090156684452,No
0,Yes,Yes,1.4100994218432374,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8238627021634315,1.806174463202946,No
0,Yes,Yes,1.247217966963116,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,-1.51594747407047,-0.48777637075343816,No
0,Yes,No,1.125056875803025,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1645310871974868,1.6351672836082525,No
1,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6526976111463211,-0.6840361918166131,Yes
0,Yes,Yes,1.5322605130033284,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.6049072922415093,2.466606089160558,No
0,Yes,No,-0.7073594915983407,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2077378092018058,-0.3434124938269772,Yes
0,No,Yes,0.6364125111626608,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.4893587220678117,-0.5938860276931167,No
0,Yes,No,-0.8295205827584317,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.31202922611226586,-0.6801070220776361,No
1,Yes,No,1.5729808767233588,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,0.9052907551715716,1.8998123173194665,No
1,No,No,0.47353105628253944,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.3020584441112687,0.3710562530352189,No
0,No,No,-1.2774445836787656,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4756625519664766,-0.9851474525435022,Yes
0,Yes,Yes,0.5142514200025698,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,No,Mailed check,-1.3397969920528607,-0.5269797721940184,No
0,No,No,-0.38159658183809786,Yes,Yes,No,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),-1.328164413051698,-0.7357555440549463,No
0,Yes,No,0.43281069256250915,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),0.0029349840813665527,0.2764912914521976,No
0,No,No,0.10704778280226633,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),-1.462769970065154,-0.6807692416965647,No
0,Yes,No,-0.9516816739185228,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.13920233809498894,-0.7452473585929246,No
0,No,No,-0.8295205827584317,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1.1695164781979852,-0.507333923499133,Yes
1,Yes,No,1.3286586944031769,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.4835961112293827,2.183352684157447,No
0,No,No,-1.2367242199587352,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8853491911695783,-0.9219496269104047,Yes
0,No,No,-0.21871512695797646,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.5238546649712943,-0.43731523579106973,No
0,No,No,0.3106496014024181,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,-0.4823097399671412,-0.11406376580466383,No
